Name;Type;RA;Dec;Const;MajAx;MinAx;PosAng;B-Mag;V-Mag;J-Mag;H-Mag;K-Mag;SurfBr;Hubble;Cstar U-Mag;Cstar B-Mag;Cstar V-Mag;M;NGC;IC;Cstar Names;Identifiers;Common names;NED notes;OpenNGC notes
NGC4647;G;12:43:32.31;+11:34:54.7;Vir;2.75;2.36;139;12.50;12.50;8.88;8.28;8.05;22.41;SABc;;;;;;;;2MASX J12433254+1134568,IRAS 12410+1151,MCG +02-33-001,PGC 042816,UGC 07896;;;
NGC4648;G;12:41:44.39;+74:25:15.4;Dra;1.41;1.16;73;12.60;;9.77;9.11;8.85;22.55;E;;;;;;;;2MASX J12414441+7425151,MCG +13-09-029,PGC 042595,UGC 07868;;;
NGC4649;G;12:43:39.98;+11:33:09.7;Vir;6.78;5.45;105;10.30;8.79;6.67;6.00;5.74;22.81;E;;;;060;;;;2MASS J12434000+1133099,2MASX J12434000+1133093,MCG +02-33-002,PGC 042831,SDSS J124339.97+113309.7,UGC 07898;;;V-mag taken from LEDA
NGC4650;G;12:44:19.59;-40:43:54.5;Cen;3.05;2.04;111;12.74;11.91;9.56;8.84;8.56;23.73;S0-a;;;;;;;;2MASX J12441959-4043546,ESO 322-067,ESO-LV 322-0670,IRAS 12415-4027,MCG -07-26-038,PGC 042891;;;
NGC4650A;G;12:44:49.06;-40:42:51.5;Cen;1.46;0.33;172;14.12;13.58;11.92;11.20;11.03;23.18;S0-a;;;;;;;;2MASX J12444906-4042512,ESO 322-069,ESO-LV 322-0690,PGC 042951;;;
NGC4651;G;12:43:42.63;+16:23:36.2;Com;3.87;2.58;77;11.30;10.92;8.93;8.27;8.03;22.71;Sc;;;;;;;;2MASX J12434262+1623362,IRAS 12412+1639,MCG +03-33-001,PGC 042833,SDSS J124342.64+162335.9,UGC 07901;Umbrella Galaxy;;
NGC4652;G;12:43:19.75;+58:57:53.6;UMa;1.10;0.38;40;14.20;;12.00;11.37;11.10;23.54;Sb;;;;;;;;2MASX J12431978+5857536,MCG +10-18-078,PGC 042802,SDSS J124319.74+585753.5,SDSS J124319.74+585753.6,SDSS J124319.74+585753.8,SDSS J124319.75+585753.6;;;
NGC4653;G;12:43:50.91;-00:33:40.4;Vir;2.31;2.08;17;12.60;;10.60;10.12;9.97;23.24;SABc;;;;;;;;2MASX J12435092-0033406,IRAS 12412-0017,MCG +00-33-006,PGC 042847,SDSS J124350.90-003340.4,SDSS J124350.91-003340.4,SDSS J124350.98-003345.4,UGC 07900;;The APM position is northeast of the nucleus.;
NGC4654;G;12:43:56.58;+13:07:36.0;Vir;4.72;2.49;123;11.80;;8.65;7.98;7.74;22.65;Sc;;;;;;;;2MASX J12435663+1307348,IRAS 12414+1324,MCG +02-33-004,PGC 042857,SDSS J124356.57+130736.0,SDSS J124356.58+130736.0,UGC 07902;;;
NGC4655;G;12:43:36.49;+41:01:06.7;CVn;0.86;0.79;10;15.30;;11.39;10.68;10.38;23.37;E;;;;;;;;2MASX J12433648+4101069,MCG +07-26-042,PGC 042823,SDSS J124336.49+410106.7;;;
NGC4656;GPair;12:43:57.73;+32:10:05.3;CVn;8.00;;;;;;;;;;;;;;;;;MCG +05-30-066,UGC 07907;;;Diameter of the group inferred by the author.
NGC4656 NED01;G;12:43:57.67;+32:10:12.9;CVn;6.46;0.66;36;10.96;10.52;11.61;11.05;10.91;20.62;SBm;;;;;;;;2MASX J12435764+3210130,IRAS 12415+3226,MCG +05-30-066 NED01,PGC 042863,UGC 07907 NED01;;;
NGC4656 NED02;Dup;12:44:07.10;+32:12:31.5;CVn;;;;;;;;;;;;;;;4657;;;;;;
NGC4657;G;12:44:07.10;+32:12:31.5;CVn;1.86;0.63;71;13.57;;;;;23.65;Sm;;;;;4656 NED02;;;2MASXJ12440599+3212340,MCG +05-30-066 NED02,SDSSJ124405.97+321232.3,UGC 07907 NED02;;;B-Mag taken from LEDA
NGC4658;G;12:44:37.79;-10:04:59.2;Vir;1.38;0.86;3;13.10;;13.20;10.07;9.82;22.01;Sbc;;;;;;;;2MASX J12443778-1004592,IRAS 12420-0948,MCG -02-33-001,PGC 042929;;;
NGC4659;G;12:44:29.39;+13:29:54.8;Com;1.75;1.24;176;13.30;;10.12;9.48;9.26;22.82;S0-a;;;;;;;;2MASX J12442937+1329552,MCG +02-33-007,PGC 042913,SDSS J124429.39+132954.8,UGC 07915;;;
NGC4660;G;12:44:31.98;+11:11:25.9;Vir;2.09;1.57;100;12.10;;9.11;8.44;8.21;22.50;E;;;;;;;;2MASX J12443197+1111259,MCG +02-33-006,PGC 042917,UGC 07914;;;
NGC4661;G;12:45:14.95;-40:49:27.3;Cen;1.17;0.41;116;14.58;;11.44;10.74;10.47;23.67;E-S0;;;;;4650B;;;2MASX J12451495-4049272,ESO 322-072,ESO-LV 322-0720,MCG -07-26-040,PGC 042983;;;
NGC4662;G;12:44:26.20;+37:07:16.4;CVn;1.83;1.48;60;14.10;;10.83;10.10;9.77;23.42;Sbc;;;;;;;;2MASX J12442621+3707167,MCG +06-28-025,PGC 042904,SDSS J124426.19+370716.3,SDSS J124426.20+370716.4,UGC 07917;;;
NGC4663;G;12:44:47.05;-10:11:52.2;Vir;1.07;0.85;170;14.00;;10.64;9.95;9.70;23.02;S0;;;;;;0811;;2MASX J12444706-1011522,MCG -02-33-002,PGC 042946;;;
NGC4664;G;12:45:05.99;+03:03:20.8;Vir;4.52;4.52;5;11.50;10.50;8.34;7.68;7.43;23.13;S0-a;;;;;4624,4665;;;2MASX J12450595+0303204,MCG +01-33-005,PGC 042970,SDSS J124505.99+030320.7,UGC 07924;;;
NGC4665;Dup;12:45:05.99;+03:03:20.8;Vir;;;;;;;;;;;;;;;4664;;;;;;
NGC4666;G;12:45:08.59;-00:27:42.8;Vir;4.97;1.97;40;11.70;;8.20;7.40;7.06;22.92;SABc;;;;;;;;2MASX J12450867-0027428,IRAS 12425-0011,MCG +00-33-008,PGC 042975,SDSS J124508.16-002742.8,SDSS J124508.59-002742.7,UGC 07926;;;
NGC4667;Dup;12:42:47.42;+11:26:33.0;Vir;;;;;;;;;;;;;;;4638;;;;;;
NGC4668;G;12:45:31.99;-00:32:08.6;Vir;1.59;0.92;3;13.50;;11.71;11.07;10.58;22.82;Scd;;;;;;;;2MASX J12453194-0032023,IRAS 12429-0015,MCG +00-33-009,PGC 042999,SDSS J124531.99-003208.6,UGC 07931;;The 2MASX position is 6.2 arcsec north of the nucleus.;
NGC4669;G;12:44:46.74;+54:52:32.4;UMa;1.53;0.38;2;15.10;;10.99;10.30;10.11;22.86;Sb;;;;;;;;2MASX J12444673+5452328,MCG +09-21-038,PGC 042942,SDSS J124446.53+545233.2,SDSS J124446.54+545233.2,SDSS J124446.54+545233.3,UGC 07925;;Multiple SDSS entries describe this object.;
NGC4670;G;12:45:17.07;+27:07:31.5;Com;0.97;0.83;90;12.60;;11.31;10.74;10.41;21.76;SBa;;;;;;;;2MASX J12451714+2707317,IRAS 12428+2724,MCG +05-30-072,PGC 042987,SDSS J124517.25+270732.1,UGC 07930;;Multiple SDSS entries describe this galaxy.;
NGC4671;G;12:45:47.63;-07:04:10.9;Vir;1.69;1.26;138;14.50;;10.17;9.49;9.28;23.61;E;;;;;;;;2MASX J12454763-0704111,MCG -01-33-004,PGC 043029;;;
NGC4672;G;12:46:15.75;-41:42:21.5;Cen;2.06;0.50;59;14.12;14.25;10.81;10.03;9.75;23.74;Sa;;;;;;;;2MASX J12461573-4142214,ESO 322-073,ESO-LV 322-0730,IRAS 12435-4125,MCG -07-26-041,PGC 043073;;;
NGC4673;G;12:45:34.67;+27:03:39.0;Com;1.07;0.84;171;13.70;;10.82;10.15;9.87;23.78;E;;;;;;;;2MASX J12453470+2703386,MCG +05-30-073,PGC 043008,SDSS J124534.67+270338.9,UGC 07933;;;
NGC4674;G;12:46:03.47;-08:39:19.6;Vir;1.79;0.70;105;15.00;;11.22;10.45;10.28;23.64;Sa;;;;;;;;2MASX J12460347-0839196,MCG -01-33-005,PGC 043050,SDSS J124603.46-083920.5;;;
NGC4675;G;12:45:31.89;+54:44:15.4;UMa;1.34;0.43;92;15.40;;11.71;10.94;10.64;23.44;SBb;;;;;;;;2MASX J12453191+5444151,IRAS 12432+5500,MCG +09-21-039,PGC 042998,SDSS J124531.88+544415.3,SDSS J124531.88+544415.4,SDSS J124531.89+544415.4,UGC 07935;;;
NGC4676;GPair;12:46:10.70;+30:43:38.0;Com;3.00;;;;;;;;;;;;;;;;;IRAS 12437+3059;Mice Galaxy;;Diameter of the group inferred by the author.
NGC4676A;G;12:46:10.11;+30:43:54.9;Com;2.16;1.26;179;;;11.54;10.74;10.39;24.90;S0-a;;;;;;0819;;2MASX J12461005+3043546,MCG +05-30-076,PGC 043062,SDSS J124610.10+304354.8,SDSS J124610.11+304354.9,UGC 07938;;;
NGC4676B;G;12:46:11.24;+30:43:21.9;Com;0.98;0.66;169;14.10;;;;;23.06;S0-a;;;;;4676S;0820;;MCG +05-30-077,PGC 043065,SDSS J124611.24+304321.8,SDSS J124611.24+304321.9,UGC 07939;;;
NGC4677;G;12:46:57.13;-41:34:57.1;Cen;1.49;0.84;166;13.77;12.67;10.52;9.81;9.60;23.44;S0-a;;;;;;;;2MASX J12465714-4134571,ESO 322-078,ESO-LV 322-0780,MCG -07-26-044,PGC 043127;;;
NGC4678;G;12:49:41.85;-04:34:47.0;Vir;0.97;0.51;85;14.50;;13.22;12.69;12.42;22.38;S?;;;;;;0824;;IRAS 12471-0418,MCG -01-33-018,PGC 043385;;Diameter includes companions or long extensions.;
NGC4679;G;12:47:30.25;-39:34:15.1;Cen;2.43;0.88;5;13.32;11.90;10.42;9.72;9.42;24.39;SBc;;;;;;;;2MASX J12473024-3934150,ESO 322-082,ESO-LV 322-0820,IRAS 12447-3917,MCG -06-28-018,PGC 043170;;;
NGC4680;G;12:46:54.71;-11:38:13.4;Crv;1.36;0.76;40;13.00;;10.70;10.06;9.77;23.11;S0-a;;;;;;;;2MASX J12465474-1138133,IRAS 12443-1121,MCG -02-33-007,PGC 043118,SDSS J124654.73-113813.4;;;
NGC4681;G;12:47:28.81;-43:20:05.3;Cen;1.40;1.17;171;13.46;;10.59;9.88;9.65;22.80;Sab;;;;;;;;2MASX J12472882-4320051,ESO 268-040,ESO-LV 268-0400,IRAS 12446-4303,MCG -07-26-046,PGC 043166;;;
NGC4682;G;12:47:15.49;-10:03:48.4;Vir;2.58;1.19;86;12.90;;10.59;9.81;9.60;23.26;SABc;;;;;;;;2MASX J12471548-1003484,IRAS 12446-0947,MCG -02-33-008,PGC 043147;;;
NGC4683;G;12:47:42.37;-41:31:41.8;Cen;1.44;1.33;130;14.02;13.80;10.43;9.70;9.44;23.47;E-S0;;;;;;;;2MASX J12474238-4131418,ESO 322-083,ESO-LV 322-0830,MCG -07-26-047,PGC 043182;;;
NGC4684;G;12:47:17.52;-02:43:38.7;Vir;2.97;0.96;18;12.40;;9.26;8.60;8.39;23.16;S0-a;;;;;;;;2MASX J12471748-0243391,IRAS 12447-0227,MCG +00-33-011,PGC 043149,SDSS J124717.51-024338.6,SDSS J124717.52-024338.6,UGC 07951;;;
NGC4685;G;12:47:11.44;+19:27:51.7;Com;1.59;0.87;155;13.80;;10.84;10.16;9.93;23.35;E-S0;;;;;;;;2MASX J12471143+1927520,MCG +03-33-004,PGC 043143,SDSS J124711.44+192751.6,UGC 07954;;;
NGC4686;G;12:46:39.88;+54:32:03.4;UMa;1.92;0.67;2;13.70;;10.04;9.32;9.06;23.30;Sa;;;;;;;;2MASX J12463982+5432030,MCG +09-21-044,PGC 043101,SDSS J124639.88+543203.3,UGC 07946;;;
NGC4687;G;12:47:23.77;+35:21:07.4;CVn;0.96;0.90;95;14.30;;11.25;10.64;10.35;22.81;E;;;;;;;;2MASX J12472374+3521076,MCG +06-28-031,PGC 043157,SDSS J124723.77+352107.4,UGC 07958;;;
NGC4688;G;12:47:46.52;+04:20:09.8;Vir;3.72;3.42;35;14.50;;12.33;11.32;11.16;24.44;Sc;;;;;;;;2MASX J12474646+0420098,IRAS 12452+0436,MCG +01-33-013,PGC 043189,SDSS J124746.52+042009.7,UGC 07961;;;
NGC4689;G;12:47:45.56;+13:45:46.1;Com;3.82;2.86;163;12.80;;8.76;8.06;7.96;22.96;Sc;;;;;;;;2MASX J12474552+1345456,IRAS 12452+1402,MCG +02-33-022,PGC 043186,SDSS J124745.56+134546.1,UGC 07965;;;
NGC4690;G;12:47:55.52;-01:39:21.8;Vir;1.60;1.14;150;14.00;;10.90;10.33;10.08;23.32;E-S0;;;;;;;;2MASX J12475551-0139215,MCG +00-33-012,PGC 043202,SDSS J124755.52-013921.8,UGC 07964;;;
NGC4691;G;12:48:13.63;-03:19:57.8;Vir;3.03;2.46;28;11.66;11.08;9.39;8.75;8.54;22.59;S0-a;;;;;;;;2MASX J12481367-0319585,IRAS 12456-0303,MCG +00-33-013,PGC 043238,SDSS J124813.63-031957.7,SDSS J124813.65-031958.2,UGCA 299;;;
NGC4692;G;12:47:55.32;+27:13:20.5;Com;1.00;0.94;85;14.00;;10.70;10.05;9.76;22.59;E;;;;;;;;2MASX J12475528+2713209,MCG +05-30-086,PGC 043200,SDSS J124755.31+271320.4,UGC 07967;;;
NGC4693;G;12:47:09.17;+71:10:34.1;Dra;1.00;0.56;34;14.00;;11.54;10.59;10.38;22.49;Sc;;;;;;;;2MASX J12470913+7110341,MCG +12-12-018,PGC 043141,UGC 07962;;HOLM 460B is a star.;
NGC4694;G;12:48:15.08;+10:59:01.0;Vir;2.00;1.11;135;13.93;13.36;9.87;9.23;8.96;22.42;S0;;;;;;;;2MASX J12481509+1059010,IRAS 12457+1115,MCG +02-33-023,PGC 043241,UGC 07969;;;
NGC4695;G;12:47:32.11;+54:22:29.4;UMa;1.12;0.65;79;14.50;;12.93;12.23;12.20;22.54;SABb;;;;;;3791;;2MASX J12473208+5422297,MCG +09-21-048,PGC 043173,SDSS J124732.10+542229.4,UGC 07966;;;
NGC4696;G;12:48:49.25;-41:18:39.0;Cen;3.85;2.56;88;11.21;;8.10;7.38;7.14;23.42;E;;;;;;;;2MASX J12484927-4118399,ESO 322-091,ESO-LV 322-0910,MCG -07-26-051,PGC 043296;;Incorrectly identified as NGC 4296 in PKSCAT90 (version 1.01).;
NGC4696A;G;12:46:55.62;-41:29:48.3;Cen;1.74;0.57;174;14.57;;10.86;10.12;9.81;23.70;SBb;;;;;;;;2MASX J12465561-4129482,ESO 322-077,ESO-LV 322-0770,IRAS 12441-4113,MCG -07-26-043,PGC 043120;;;
NGC4696B;G;12:47:21.78;-41:14:15.0;Cen;1.33;0.81;40;13.84;;10.01;9.27;9.01;23.12;E-S0;;;;;;;;2MASX J12472179-4114150,ESO 322-081,ESO-LV 322-0810,IRAS 12446-4058,MCG -07-26-045,PGC 043155;;Marginal HIPASS detection.;
NGC4696C;G;12:48:02.66;-40:49:06.8;Cen;2.30;0.37;140;14.68;;11.26;10.43;10.07;24.01;Sb;;;;;;;;2MASX J12480264-4049068,ESO 322-087,ESO-LV 322-0870,MCG -07-26-048,PGC 043218;;;
NGC4696D;G;12:48:21.66;-41:42:50.5;Cen;1.38;0.54;129;14.02;;10.41;9.70;9.52;23.36;S0;;;;;;;;2MASX J12482156-4142516,ESO 322-088,ESO-LV 322-0880,MCG -07-26-049,PGC 043249;;;
NGC4696E;G;12:48:26.12;-40:56:11.4;Cen;1.41;0.71;178;14.56;;11.47;10.78;10.79;23.98;S0;;;;;;;;2MASX J12482614-4056086,ESO 322-090,ESO-LV 322-0900,MCG -07-26-050,PGC 043262;;;
NGC4697;G;12:48:35.88;-05:48:02.7;Vir;7.14;4.16;83;10.97;;7.24;6.59;6.37;23.36;E;;;;;;;;2MASX J12483590-0548030,C 052,MCG -01-33-010,PGC 043276,UGCA 300;;;
NGC4698;G;12:48:22.91;+08:29:14.6;Vir;3.81;1.55;170;13.24;12.27;8.40;7.78;7.56;22.64;Sab;;;;;;;;2MASX J12482293+0829140,IRAS 12458+0845,MCG +02-33-024,PGC 043254,UGC 07970;;;
NGC4699;G;12:49:02.23;-08:39:53.5;Vir;3.99;3.02;35;10.80;;7.40;6.75;6.50;21.92;SABb;;;;;;;;2MASX J12490218-0839514,IRAS 12464-0823,MCG -01-33-013,PGC 043321,SDSS J124902.19-083951.8,UGCA 301;;;
NGC4700;G;12:49:08.15;-11:24:35.5;Vir;2.72;0.47;51;12.70;14.32;10.59;9.96;9.78;21.58;SBc;;;;;;;;2MASX J12490814-1124354,IRAS 12465-1108,MCG -02-33-013,PGC 043330;;Extended HIPASS source;
NGC4701;G;12:49:11.59;+03:23:19.4;Vir;1.74;1.28;39;13.10;;10.71;10.07;9.77;22.47;Sc;;;;;;;;2MASX J12491156+0323194,IRAS 12466+0339,MCG +01-33-015,PGC 043331,SDSS J124911.52+032322.6,SDSS J124911.59+032319.3,UGC 07975;;;
NGC4702;G;12:49:01.49;+27:10:44.9;Com;0.58;0.33;176;15.00;;14.06;13.43;13.27;23.21;Sd;;;;;;;;MCG +05-30-091,PGC 043317,SDSS J124901.49+271044.8,SDSS J124901.49+271044.9;;;
NGC4703;G;12:49:18.97;-09:06:30.3;Vir;1.70;0.41;155;14.50;;9.98;9.31;9.03;23.29;Sb;;;;;;;;2MASX J12491896-0906301,MCG -01-33-015,PGC 043342;;;
NGC4704;G;12:48:46.43;+41:55:16.5;CVn;1.01;0.95;40;14.80;;11.82;11.12;10.69;23.23;SBbc;;;;;;;;2MASX J12484638+4155166,IRAS 12464+4211,MCG +07-26-054,PGC 043288,SDSS J124846.42+415516.5,UGC 07972;;;
NGC4705;G;12:49:24.97;-05:11:45.1;Vir;3.65;1.09;106;13.10;;10.37;9.58;9.32;23.16;SABb;;;;;;;;2MASX J12492497-0511452,IRAS 12468-0455,MCG -01-33-016,PGC 043350;;The APM position refers to the southeastern part of the galaxy.;
NGC4706;G;12:49:54.15;-41:16:46.4;Cen;1.47;0.75;26;14.00;13.50;10.37;9.59;9.36;23.47;S0;;;;;;;;2MASX J12495418-4116456,ESO 323-001,ESO-LV 323-0010,MCG -07-26-055,PGC 043411;;;
NGC4707;G;12:48:22.87;+51:09:52.9;CVn;2.19;2.00;25;15.20;;;;;23.82;Sm;;;;;;;;MCG +09-21-050,PGC 043255,UGC 07971;;The 2MASS position refers to a superposed star.;
NGC4708;G;12:49:41.48;-11:05:34.9;Vir;1.25;0.91;30;14.00;;11.16;10.52;10.14;22.92;SABa;;;;;;;;2MASX J12494148-1105350,IRAS 12470-1049,MCG -02-33-016,PGC 043382;;HOLM 463B superposed on arm northwest side.;
NGC4709;G;12:50:03.88;-41:22:55.1;Cen;3.09;1.51;107;12.48;11.32;9.02;8.31;8.01;23.36;E;;;;;;;;2MASX J12500394-4122554,ESO 323-003,ESO-LV 323-0030,MCG -07-26-056,PGC 043423;;;
NGC4710;G;12:49:38.83;+15:09:55.6;Com;4.39;1.13;26;11.60;;8.53;7.79;7.57;23.43;S0-a;;;;;;;;2MASX J12493895+1509557,IRAS 12471+1526,MCG +03-33-009,PGC 043375,UGC 07980;;;
NGC4711;G;12:48:45.87;+35:19:57.7;CVn;1.21;0.68;41;14.40;;11.34;10.62;10.42;22.96;SBb;;;;;;3804;;2MASX J12484584+3519581,IRAS 12463+3536,MCG +06-28-033,PGC 043286,SDSS J124845.86+351957.7,SDSS J124845.87+351957.7,UGC 07973;;;
NGC4712;G;12:49:34.22;+25:28:11.8;Com;1.56;0.75;162;13.50;;10.92;10.42;10.09;22.66;Sbc;;;;;;;;2MASX J12493421+2528117,IRAS 12471+2544,MCG +04-30-021,PGC 043368,UGC 07977;;;
NGC4713;G;12:49:57.87;+05:18:41.1;Vir;1.66;1.52;50;12.30;;10.39;9.83;9.75;21.97;Scd;;;;;;;;2MASX J12495789+0518411,IRAS 12474+0534,MCG +01-33-018,PGC 043413,SDSS J124957.72+051840.7,SDSS J124957.86+051841.0,SDSS J124957.87+051841.0,SDSS J124957.87+051841.1,UGC 07985;;;
NGC4714;G;12:50:19.25;-13:19:27.6;Crv;2.00;1.11;152;14.00;;10.02;9.35;9.09;24.33;E-S0;;;;;;;;2MASX J12501925-1319275,MCG -02-33-018,PGC 043442;;;
NGC4715;G;12:49:57.88;+27:49:20.7;Com;1.34;0.99;18;15.40;;10.86;10.25;10.07;24.21;S0-a;;;;;;;;2MASX J12495786+2749203,MCG +05-30-096,PGC 043399,SDSS J124957.87+274920.6,SDSS J124957.87+274920.7,SDSS J124957.88+274920.7,UGC 07986;;;
NGC4716;G;12:50:33.11;-09:27:04.0;Vir;1.13;0.85;94;15.00;;10.45;9.87;9.55;22.87;S0;;;;;;;;2MASX J12503310-0927038,MCG -01-33-021,PGC 043464;;;
NGC4717;G;12:50:34.39;-09:27:46.9;Vir;1.61;0.68;2;15.00;;10.79;10.11;9.86;23.43;Sa;;;;;;;;2MASX J12503439-0927468,MCG -01-33-023,PGC 043467;;;
NGC4718;G;12:50:32.64;-05:16:54.9;Vir;2.02;0.70;97;13.90;;11.36;10.75;10.54;23.72;Sb;;;;;;;;2MASX J12503262-0516548,MCG -01-33-020,PGC 043463;;Confused HIPASS source;
NGC4719;G;12:50:08.72;+33:09:32.9;CVn;1.42;1.25;159;14.20;;11.32;10.59;10.35;23.48;SBb;;;;;;;;2MASX J12500870+3309330,IRAS 12477+3325,MCG +06-28-035,PGC 043428,SDSS J125008.71+330932.9,SDSS J125008.72+330932.9,UGC 07987;;;
NGC4720;G;12:50:42.78;-04:09:21.0;Vir;1.23;0.73;107;14.20;;11.66;11.03;10.77;23.46;E-S0;;;;;;;;2MASX J12504278-0409208,IRAS 12481-0352,MCG -01-33-024,PGC 043478;;Confused HIPASS source;
NGC4721;G;12:50:19.92;+27:19:26.4;Com;0.84;0.24;113;15.20;;11.86;11.20;10.73;23.46;S0;;;;;;;;2MASX J12501989+2719266,MCG +05-30-097,PGC 043437,SDSS J125019.91+271926.3,SDSS J125019.92+271926.4;;;
NGC4722;G;12:51:32.39;-13:19:48.1;Crv;1.98;0.69;32;13.00;;10.41;9.70;9.42;23.58;S0-a;;;;;;3833;;2MASX J12513239-1319482,IRAS 12488-1303,MCG -02-33-031,PGC 043560;;;
NGC4723;G;12:51:02.91;-13:14:11.8;Crv;1.02;0.55;43;14.60;;;;;23.39;SABm;;;;;;;;MCG -02-33-026,PGC 043510;;Holmberg 471b is a star (perhaps with a plate defect involved).;
NGC4724;G;12:50:53.84;-14:19:54.7;Crv;0.95;0.54;95;15.00;;;;;22.30;E-S0;;;;;;;;MCG -02-33-022,PGC 043494;;;
NGC4725;G;12:50:26.58;+25:30:02.9;Com;9.71;7.10;36;13.45;12.44;7.16;6.31;6.17;23.39;SABa;;;;;;;;2MASX J12502661+2530027,MCG +04-30-022,PGC 043451,SDSS J125026.57+253002.7,UGC 07989;;;
NGC4726;G;12:50:46.06;-14:16:06.8;Crv;1.10;0.24;76;15.68;;12.44;11.81;11.43;24.41;;;;;;;;;2MASX J12504606-1416068,PGC 926789;;;
NGC4727;G;12:50:57.24;-14:19:58.6;Crv;2.70;1.54;127;18.21;;9.87;9.19;8.88;23.10;Sbc;;;;;4740;;;2MASX J12505723-1419588,IRAS 12483-1403,MCG -02-33-023,PGC 043499;;;
NGC4728;G;12:50:28.08;+27:26:05.7;Com;0.78;0.60;107;15.60;;11.81;11.08;10.73;23.57;E;;;;;4728A;;;2MASX J12502807+2726056,MCG +05-30-098,PGC 043455,SDSS J125028.07+272605.6;;;
NGC4729;G;12:51:46.28;-41:07:56.2;Cen;1.97;0.90;145;13.49;;9.97;9.26;8.95;23.85;E;;;;;;;;2MASX J12514627-4107561,2MASX J12514810-4107417,ESO 323-016,ESO-LV 323-0160,MCG -07-27-002,PGC 043591;;;
NGC4730;G;12:52:00.47;-41:08:50.3;Cen;1.28;1.05;28;13.90;;10.23;9.49;9.19;23.29;E-S0;;;;;;;;2MASX J12520048-4108488,ESO 323-017,ESO-LV 323-0170,MCG -07-27-003,PGC 043611,TYC 7776-638-1;;;
NGC4731;G;12:51:01.09;-06:23:35.0;Vir;6.32;2.14;97;12.00;;10.50;9.94;9.79;23.72;SBc;;;;;;;;2MASX J12510109-0623349,IRAS 12484-0607,MCG -01-33-026,PGC 043507,UGCA 302;;Confused and extended HIPASS source;
NGC4732;G;12:50:07.10;+52:51:00.4;UMa;1.21;0.56;8;15.20;;11.53;10.85;10.53;24.06;E;;;;;;;;2MASX J12500704+5251002,MCG +09-21-053,PGC 043430,SDSS J125007.09+525100.3,SDSS J125007.09+525100.4,SDSS J125007.10+525100.4,SDSS J125007.11+525100.6,UGC 07988;;"The position in 1999A&AS..140...89P is 7.5"" east of the nucleus.";
NGC4733;G;12:51:06.78;+10:54:43.5;Vir;1.97;1.82;70;13.20;;9.92;9.23;9.02;22.95;E;;;;;;;;2MASX J12510678+1054435,2MASX J12510753+1054571,MCG +02-33-028,PGC 043516,SDSS J125106.77+105443.4,UGC 07997;;HOLM 473B is a star.;
NGC4734;G;12:51:12.89;+04:51:32.6;Vir;0.97;0.80;60;14.30;;11.43;10.71;10.41;22.78;Sc;;;;;;;;2MASX J12511286+0451320,IRAS 12486+0507,MCG +01-33-019,PGC 043525,SDSS J125112.88+045132.5,SDSS J125112.89+045132.4,SDSS J125112.89+045132.5,SDSS J125112.89+045132.6,UGC 07998;;;
NGC4735;G;12:51:01.73;+28:55:40.7;Com;0.66;0.51;117;15.10;14.42;12.48;11.75;11.48;22.80;SBc;;;;;;;;2MASX J12510174+2855401,IRAS 12485+2911,MCG +05-30-104,PGC 043509,SDSS J125101.72+285540.6,SDSS J125101.73+285540.7;;;
NGC4736;G;12:50:53.06;+41:07:13.6;CVn;7.74;6.68;105;8.96;8.24;6.03;5.35;5.11;21.79;SABa;;;;094;;;;2MASX J12505314+4107125,IRAS 12485+4123,MCG +07-26-058,PGC 043495,UGC 07996;;IRAS F12485+4123 (in FSC version 1) was removed from version 2.;
NGC4737;G;12:50:52.94;+34:09:24.7;CVn;1.36;0.97;49;15.30;;11.51;10.86;10.53;24.11;S0-a;;;;;;;;2MASX J12505290+3409246,MCG +06-28-036,PGC 043490,SDSS J125052.93+340924.6,SDSS J125052.94+340924.6,SDSS J125052.94+340924.7;;;
NGC4738;G;12:51:08.90;+28:47:17.0;Com;1.82;0.26;33;14.90;13.81;11.33;10.56;10.30;22.76;Sc;;;;;;;;2MASX J12510889+2847171,MCG +05-30-103,PGC 043517,SDSS J125108.90+284716.9,SDSS J125108.90+284717.0,UGC 07999;;;
NGC4739;G;12:51:37.08;-08:24:36.8;Vir;1.50;1.37;115;14.00;;10.18;9.46;9.21;23.78;E;;;;;;;;2MASX J12513706-0824369,MCG -01-33-029,PGC 043571;;;
NGC4740;Dup;12:50:57.24;-14:19:58.6;Crv;;;;;;;;;;;;;;;4727;;;;;;
NGC4741;G;12:50:59.52;+47:40:17.6;CVn;1.17;0.76;171;14.50;;11.43;10.82;10.48;23.10;Sc;;;;;;;;2MASX J12505951+4740171,MCG +08-23-098,PGC 043504,SDSS J125059.51+474017.4,SDSS J125059.51+474017.5,SDSS J125059.52+474017.5,SDSS J125059.52+474017.6,UGC 08000;;;
NGC4742;G;12:51:48.04;-10:27:17.0;Vir;2.14;1.39;76;12.00;;9.24;8.57;8.39;22.61;E;;;;;;;;2MASX J12514803-1027172,MCG -02-33-032,PGC 043594,UGCA 303;;;
NGC4743;G;12:52:15.98;-41:23:26.4;Cen;1.73;0.66;176;14.00;13.31;10.49;9.77;9.52;23.81;S0;;;;;;;;2MASX J12521598-4123259,ESO 323-021,ESO-LV 323-0210,MCG -07-27-005,PGC 043653;;;
